,ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
262553,T20220007811,B,2009.0,2.0,NW,1.0,Paved,V,WAGON,HOLDEN,OMEGA,,2,Station Wagon,,R,P,4.0,6.0,5.0,1785.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,3,1.0,9.0,Roundabout
262651,T20220007934,A,2003.0,1.0,SW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,2.0,,,SW,1.0,18.0,H,BLK,ZZ,2.0,F,2.0,5,1.0,0.0,No control
262652,T20220007934,B,0.0,2.0,SE,1.0,Paved,N,SED,VOLKSW,TYPE 1,,1,Car,,,Z,,4.0,5.0,1240.0,0.0,,,SE,11.0,11.0,H,BLK,ZZ,2.0,2,2.0,2,2.0,0.0,No control
262791,T20220008086,A,2018.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,1845.0,R,P,4.0,4.0,5.0,1420.0,1.0,425.0,,E,2.0,2.0,H,BLK,ZZ,2.0,5,2.0,1,2.0,1.0,Stop-go lights
262924,T20220008231,A,2004.0,1.0,S,1.0,Paved,V,DC UTE,HOLDEN,CREWMA,,4,Utility,2859.0,R,P,4.0,6.0,5.0,1350.0,1.0,1509.0,,S,1.0,1.0,H,GRY,ZZ,2.0,1,2.0,5,1.0,0.0,No control
262925,T20220008231,B,2014.0,2.0,S,1.0,Paved,V,WAGON,SUBARU,XV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1380.0,1.0,,2000.0,S,1.0,15.0,H,BLK,ZZ,2.0,8,2.0,5,1.0,0.0,No control
262926,T20220008231,C,2021.0,8.0,S,1.0,Paved,V,SEDAN,KIA,PICANT,,1,Car,,R,P,4.0,4.0,5.0,1011.0,1.0,,,S,1.0,15.0,H,GRY,ZZ,2.0,R,2.0,4,1.0,0.0,No control
263311,T20220008628,A,2021.0,2.0,NE,3.0,Gravel,V,T SDS,TOYOTA,HILUX,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,3050.0,R,D,4.0,4.0,5.0,2000.0,3.0,1050.0,,NE,1.0,1.0,H,GRY,ZZ,2.0,5,2.0,2,2.0,0.0,No control
263312,T20220008628,B,0.0,1.0,E,2.0,Unpaved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,4,1.0,0.0,No control
263315,T20220008634,A,2005.0,1.0,SW,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1470.0,1.0,,,SW,4.0,18.0,H,BLU,ZZ,2.0,F,2.0,6,2.0,0.0,No control
263472,T20220008804,A,2021.0,2.0,NW,1.0,Paved,V,SEDAN,SKODA,SCALA,,1,Car,,R,P,4.0,4.0,5.0,1215.0,1.0,,,NW,17.0,15.0,H,RED,ZZ,2.0,R,2.0,3,1.0,4.0,Ped. lights
263473,T20220008804,B,2007.0,1.0,NW,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1210.0,1.0,,,NW,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,4.0,Ped. lights
263548,T20220008895,A,1999.0,1.0,SW,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,W,99.0,18.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,9.0,Roundabout
263686,T20220009075,B,0.0,1.0,SW,1.0,Paved,Z,CYCLE,SUZUKI,GSX-R1,,10,Motor Cycle,,,Z,,4.0,,0.0,1.0,,,W,1.0,18.0,H,YLW,SIL,2.0,1,2.0,2,1.0,0.0,No control
263744,T20220009135,A,2014.0,1.0,SW,1.0,Paved,V,BUS,MITSUB,ROSA,,9,Mini Bus(9-13 seats),6285.0,R,D,4.0,4.0,25.0,4520.0,1.0,1765.0,,SW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,5.0,Ped. crossing
263875,T20220009271,A,2006.0,1.0,NW,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1500.0,1.0,,,NW,6.0,1.0,H,GLD,ZZ,2.0,F,2.0,3,9.0,0.0,No control
263876,T20220009271,B,2004.0,2.0,NW,1.0,Paved,V,VAN,HINO,GD1J97,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,12000.0,R,D,4.0,6.0,3.0,6480.0,1.0,5520.0,8000.0,NW,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,6,2.0,0.0,No control
263925,T20220009320,A,2007.0,2.0,NE,1.0,Paved,V,UTIL,HOLDEN,RODEO,,4,Utility,2900.0,R,D,4.0,4.0,2.0,1445.0,1.0,1455.0,,NE,1.0,17.0,H,WHI,ZZ,2.0,8,2.0,6,2.0,0.0,No control
263926,T20220009320,B,1998.0,1.0,NE,1.0,Paved,V,SOLO,H DAV,SOFT,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1340.0,NE,1.0,6.0,H,BLU,ZZ,2.0,1,2.0,2,2.0,0.0,No control
263964,T20220009361,A,2010.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1679.0,1.0,,,E,1.0,18.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
263999,T20220009396,A,2019.0,1.0,S,1.0,Paved,V,WAGON,B M W,X5 30D,,2,Station Wagon,,R,D,4.0,6.0,5.0,2052.0,1.0,,,S,2.0,8.0,H,GRY,ZZ,2.0,9,9.0,9,2.0,0.0,No control
264012,T20220009414,A,2011.0,1.0,S,1.0,Paved,V,UTIL,HOLDEN,VE,,4,Utility,,R,P,4.0,6.0,2.0,1750.0,2.0,,3600.0,N,1.0,18.0,H,GRY,ZZ,2.0,2,2.0,3,1.0,0.0,No control
264016,T20220009418,A,2008.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,,W,1.0,1.0,H,GRY,ZZ,2.0,5,1.0,3,1.0,1.0,Stop-go lights
264017,T20220009418,B,2011.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1460.0,2.0,,2400.0,W,2.0,2.0,H,WHI,ZZ,2.0,5,1.0,3,1.0,1.0,Stop-go lights
264060,T20220009458,A,2015.0,2.0,SW,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1301.0,1.0,,,NW,2.0,2.0,H,RED,ZZ,2.0,F,9.0,1,2.0,1.0,Stop-go lights
264061,T20220009458,B,0.0,1.0,NW,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,NE,2.0,2.0,H,ZZ,ZZ,0.0,F,9.0,3,2.0,1.0,Stop-go lights
264169,T20220009559,A,2000.0,1.0,SW,1.0,Paved,V,SOLO,K T M,520EXC,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,520.0,NW,1.0,1.0,H,OGE,ZZ,2.0,F,2.0,4,1.0,0.0,No control
264236,T20220009627,A,2008.0,1.0,SW,1.0,Paved,V,WAGON,TOYOTA,PRADO,,2,Station Wagon,,R,D,4.0,4.0,8.0,2170.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,5,9.0,5,1.0,0.0,No control
264467,T20220009873,A,2011.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,D,4.0,4.0,5.0,1520.0,1.0,,,NE,1.0,18.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
264560,T20220009977,A,2010.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1570.0,1.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,5,2.0,5,1.0,0.0,No control
264571,T20220009987,A,2004.0,2.0,SW,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,7.0,1995.0,1.0,,,SW,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
264572,T20220009987,B,2001.0,1.0,SW,1.0,Paved,V,SED,TOYOTA,ECHO,,1,Car,,R,P,4.0,4.0,5.0,1145.0,1.0,,,SW,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
264637,T20220010064,A,2006.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,BERLIN,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,6,2.0,1,2.0,0.0,No control
264687,T20220010109,A,2014.0,,S,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,P,4.0,4.0,5.0,1377.0,2.0,,,NK,17.0,17.0,H,SIL,ZZ,2.0,R,2.0,3,1.0,1.0,Stop-go lights
264688,T20220010109,B,2021.0,,S,1.0,Paved,V,SEDAN,HYNDAI,I30,,1,Car,,R,P,4.0,4.0,5.0,1352.0,1.0,,,NK,17.0,17.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
264689,T20220010109,C,2002.0,,S,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,4.0,5.0,1597.0,1.0,,,NK,1.0,1.0,H,RED,ZZ,2.0,F,2.0,9,2.0,1.0,Stop-go lights
265082,T20220010530,A,2013.0,1.0,SW,1.0,Paved,V,WAGON,TOYOTA,FJ CRU,,2,Station Wagon,,R,P,4.0,6.0,5.0,2000.0,1.0,,,NW,2.0,2.0,H,OGE,WHI,2.0,1,2.0,6,2.0,1.0,Stop-go lights
265346,T20220010810,A,2010.0,1.0,N,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,D,4.0,4.0,5.0,1920.0,1.0,,,NW,1.0,18.0,H,WHI,ZZ,2.0,1,2.0,5,1.0,0.0,No control
265374,T20220010841,A,2014.0,2.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,D,4.0,4.0,5.0,1630.0,1.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,1,1.0,1.0,Stop-go lights
265375,T20220010841,B,1998.0,1.0,N,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1472.0,1.0,,,N,1.0,1.0,H,GLD,ZZ,2.0,5,2.0,1,2.0,1.0,Stop-go lights
265405,T20220010876,A,2018.0,1.0,E,1.0,Paved,V,VAN,ISUZU,NPR,,60,Prime Mover Only,7500.0,R,D,4.0,4.0,3.0,4600.0,1.0,2900.0,,E,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,0.0,No control
265406,T20220010876,B,2019.0,2.0,W,1.0,Paved,V,P MVR,MACK,GRANIT,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,8800.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,2,2.0,2,9.0,0.0,No control
265418,T20220010891,A,2014.0,1.0,SW,2.0,Unpaved,V,WAGON,TOYOTA,KLUGER,,2,Station Wagon,,R,P,4.0,6.0,7.0,1830.0,1.0,,,S,16.0,16.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,0.0,No control
265488,T20220010990,A,2021.0,1.0,NE,1.0,Paved,V,DC UTE,G WALL,CANNON,,4,Utility,2985.0,R,D,4.0,4.0,5.0,1880.0,1.0,1105.0,,NE,1.0,16.0,H,WHI,ZZ,2.0,5,2.0,2,2.0,0.0,No control
265838,T20220011374,A,2016.0,1.0,NE,1.0,Paved,V,SEDAN,NISSAN,PULSAR,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,NE,1.0,16.0,H,GRY,ZZ,2.0,F,2.0,2,2.0,0.0,No control
266012,T20220011597,A,2006.0,1.0,NE,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,,R,D,4.0,4.0,5.0,1810.0,1.0,,,NE,2.0,2.0,H,SIL,ZZ,2.0,1,2.0,6,2.0,1.0,Stop-go lights
266165,T20220011740,A,2018.0,2.0,NE,1.0,Paved,V,P MVR,KENWTH,K200,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,10250.0,1.0,,,NE,1.0,1.0,H,RED,WHI,2.0,F,2.0,6,2.0,1.0,Stop-go lights
266166,T20220011740,B,2008.0,1.0,NW,1.0,Paved,V,WAGON,HOLDEN,CAPTVA,,2,Station Wagon,,R,D,4.0,4.0,7.0,1805.0,1.0,,,NW,10.0,10.0,H,GLD,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
266229,T20220011791,A,2009.0,1.0,NW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1677.0,1.0,,4000.0,NE,3.0,3.0,H,GRY,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
266230,T20220011791,B,0.0,2.0,NE,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,NE,1.0,1.0,H,ZZ,ZZ,0.0,8,1.0,1,2.0,0.0,No control
266265,T20220011831,A,2017.0,1.0,NE,3.0,Gravel,V,SOLO,YAMAHA,YZ450F,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,450.0,NW,3.0,18.0,H,BLU,ZZ,2.0,F,2.0,9,9.0,0.0,No control
266433,T20220011991,A,2014.0,1.0,NE,1.0,Paved,V,TRAY,TOYOTA,HILUX,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,,R,P,4.0,4.0,3.0,1325.0,1.0,,,N,1.0,18.0,H,WHI,ZZ,2.0,5,2.0,5,1.0,0.0,No control
266555,T20220012114,A,2011.0,1.0,E,1.0,Paved,V,UTIL,FORD,RANGER,,4,Utility,,R,D,4.0,4.0,5.0,1743.0,2.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,5,1.0,11.0,Giveway sign
266593,T20220012160,A,2019.0,2.0,S,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1560.0,1.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
266594,T20220012160,B,2017.0,1.0,W,1.0,Paved,V,WAGON,MAZDA,CX5,,2,Station Wagon,,R,P,4.0,4.0,5.0,1508.0,3.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,2,2.0,5,1.0,0.0,No control
266720,T20220012296,A,2008.0,1.0,SE,1.0,Paved,V,SOLO,H DAV,FXSTC,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1584.0,SE,1.0,1.0,H,BLK,ZZ,2.0,N,2.0,6,2.0,0.0,No control
266725,T20220012308,A,2005.0,1.0,SW,1.0,Paved,S,SED,HOLDEN,CLUBSP,,1,Car,,,Z,,8.0,5.0,0.0,1.0,,,SW,18.0,18.0,H,BLK,ZZ,2.0,R,2.0,1,2.0,0.0,No control
266737,T20220012322,A,2016.0,8.0,NE,1.0,Paved,V,WAGON,HYNDAI,TUSON,,2,Station Wagon,2090.0,R,P,4.0,4.0,5.0,1545.0,2.0,545.0,,NE,1.0,1.0,H,SIL,ZZ,2.0,8,2.0,2,2.0,0.0,No control
266738,T20220012322,B,2013.0,2.0,NE,1.0,Paved,V,WAGON,SUBARU,XV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1380.0,1.0,,,NE,1.0,17.0,H,RED,ZZ,2.0,R,2.0,2,2.0,0.0,No control
266739,T20220012322,C,2021.0,1.0,NE,1.0,Paved,V,WAGON,TOYOTA,CHR,,2,Station Wagon,1865.0,R,P,4.0,4.0,5.0,1410.0,1.0,455.0,,NE,1.0,17.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,0.0,No control
266740,T20220012322,D,2013.0,8.0,NE,1.0,Paved,V,S WAG,HYNDAI,IX35,,2,Station Wagon,,R,P,4.0,4.0,5.0,1485.0,2.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
266741,T20220012322,E,0.0,8.0,NE,1.0,Paved,Z,,UNKN,,,99,Not Known,,,Z,,,,0.0,1.0,,,NE,99.0,99.0,H,ZZ,ZZ,9.0,1,9.0,9,9.0,0.0,No control
267127,T20220012706,A,2011.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1709.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,6,2.0,5,2.0,9.0,Roundabout
267137,T20220012722,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,KIA,RIO,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,4,1.0,0.0,No control
267396,T20220013001,A,2012.0,1.0,SE,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,4.0,5.0,1967.0,2.0,,,SW,2.0,2.0,B,GLD,ZZ,2.0,3,2.0,1,2.0,11.0,Giveway sign
267397,T20220013001,B,0.0,2.0,NE,1.0,Paved,Z,SCOOTR,UNKN,10X,,17,Other Vehicle,,,Z,,,,0.0,1.0,,,NE,1.0,1.0,H,BLK,RED,2.0,F,9.0,6,2.0,0.0,No control
267446,T20220013057,A,2006.0,1.0,N,1.0,Paved,V,SOLO,HYOSUN,GT250,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,250.0,NW,1.0,18.0,H,BLK,ZZ,2.0,4,2.0,6,2.0,0.0,No control
267541,T20220013152,A,2002.0,1.0,SW,1.0,Paved,V,SEDAN,MERC B,C180,,1,Car,,R,P,4.0,4.0,5.0,1500.0,1.0,,1800.0,SW,1.0,18.0,H,BLU,ZZ,0.0,2,1.0,4,1.0,0.0,No control
267542,T20220013152,B,1998.0,8.0,NE,1.0,Paved,V,S WAG,SUBARU,OUTBAK,,2,Station Wagon,,R,P,4.0,4.0,5.0,1350.0,0.0,,,NE,11.0,11.0,H,GRN,ZZ,2.0,1,2.0,3,1.0,0.0,No control
267623,T20220013243,A,2013.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,CRUZE,,1,Car,,R,P,4.0,4.0,5.0,1200.0,2.0,,,E,1.0,18.0,H,BLK,ZZ,2.0,F,2.0,5,2.0,0.0,No control
267652,T20220013273,A,2012.0,2.0,SW,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,995.0,2.0,,,SW,1.0,1.0,H,GRN,ZZ,2.0,5,2.0,4,1.0,11.0,Giveway sign
267653,T20220013273,B,2018.0,1.0,NW,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1280.0,3.0,,,NW,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,4,1.0,0.0,No control
267660,T20220013280,A,2010.0,1.0,NE,1.0,Paved,V,DC UTE,HOLDEN,COLRDO,,4,Utility,2900.0,R,D,4.0,4.0,5.0,1872.0,1.0,1028.0,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
267743,T20220013369,A,2011.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,3,Taxi,,R,P,4.0,4.0,5.0,1645.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,6,2.0,2,2.0,0.0,No control
267744,T20220013369,B,1996.0,1.0,N,1.0,Paved,V,SED,FORD,FUTURA,,1,Car,,R,P,4.0,6.0,5.0,1500.0,3.0,,,N,1.0,18.0,H,GRN,ZZ,2.0,1,2.0,2,2.0,0.0,No control
267747,T20220013373,A,2000.0,1.0,N,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
267827,T20220013464,A,2011.0,1.0,S,1.0,Paved,V,S WAG,HOLDEN,OMEGA,,2,Station Wagon,,R,P,4.0,6.0,5.0,1837.0,1.0,,,S,1.0,18.0,H,GRY,ZZ,2.0,F,2.0,5,9.0,0.0,No control
267855,T20220013501,A,2017.0,1.0,NW,1.0,Paved,V,WAGON,HOLDEN,CAPTIV,,2,Station Wagon,,R,P,7.0,4.0,5.0,1776.0,1.0,,,SW,1.0,18.0,H,BLU,ZZ,2.0,1,2.0,4,1.0,0.0,No control
267945,T20220013604,A,2007.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,VE06C,,1,Car,,R,P,4.0,6.0,5.0,1682.0,1.0,,3600.0,SE,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
267946,T20220013604,B,2016.0,2.0,SE,1.0,Paved,V,DC UTE,FORD,RANGER,,4,Utility,,R,D,4.0,5.0,5.0,2200.0,1.0,,,SE,2.0,15.0,H,GRY,ZZ,2.0,R,2.0,4,1.0,0.0,No control
267950,T20220013606,A,2001.0,1.0,N,3.0,Gravel,V,TRAY,FORD,COURIE,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,2670.0,R,P,4.0,4.0,3.0,1520.0,1.0,1150.0,,N,2.0,1.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,15.0,Other
268042,T20220013708,A,2018.0,1.0,SE,1.0,Paved,V,VAN,MERC B,SPRINT,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,3550.0,R,D,4.0,4.0,2.0,1920.0,1.0,1630.0,,SE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,6,2.0,0.0,No control
268066,T20220013744,A,2016.0,1.0,SE,1.0,Paved,V,SOLO,H DAV,FXSB,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1690.0,SE,7.0,7.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
268067,T20220013744,B,2022.0,2.0,SE,1.0,Paved,V,WAGON,ISUZU,MUX,,2,Station Wagon,,R,D,4.0,4.0,7.0,2155.0,3.0,,,SE,1.0,17.0,H,WHI,WHI,2.0,8,9.0,3,1.0,0.0,No control
268159,T20220013839,A,2020.0,1.0,S,1.0,Paved,V,SOLO,H DAV,XG500,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,494.0,S,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
268295,T20220013981,A,2008.0,2.0,SE,1.0,Paved,V,SEDAN,HYNDAI,ELANTR,,1,Car,,R,P,4.0,4.0,5.0,1250.0,2.0,,,SE,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,1.0,Stop-go lights
268296,T20220013981,B,2013.0,1.0,NW,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1204.0,1.0,,,NE,2.0,2.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
268372,T20220014063,A,2005.0,1.0,SW,1.0,Paved,V,DC UTE,FORD,COURIE,,4,Utility,2871.0,R,P,4.0,6.0,5.0,1765.0,2.0,1106.0,,SW,9.0,1.0,H,WHI,ZZ,2.0,5,2.0,3,1.0,0.0,No control
268402,T20220014098,A,2006.0,2.0,NW,1.0,Paved,V,S WAG,PEUG,307,,2,Station Wagon,,R,P,4.0,4.0,5.0,1000.0,1.0,,2000.0,NW,1.0,1.0,H,SIL,ZZ,2.0,2,2.0,3,1.0,0.0,No control
268403,T20220014098,B,2017.0,1.0,SE,1.0,Paved,V,SEDAN,VOLKS,JETTA,,1,Car,,R,P,4.0,4.0,5.0,1335.0,1.0,,,SW,5.0,5.0,H,BLK,ZZ,2.0,F,2.0,1,2.0,0.0,No control
268539,T20220014244,A,2014.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1550.0,1.0,,,W,1.0,1.0,H,BRN,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
268540,T20220014244,B,2021.0,2.0,W,1.0,Paved,V,S WAG,M MOVE,COOPER,,2,Station Wagon,,R,P,4.0,4.0,5.0,1362.0,1.0,,,W,1.0,15.0,H,WHI,ZZ,2.0,R,2.0,5,1.0,1.0,Stop-go lights
268541,T20220014244,C,2020.0,8.0,W,1.0,Paved,V,DC UTE,TOYOTA,LANDCR,,4,Utility,3300.0,R,D,4.0,8.0,5.0,2360.0,1.0,940.0,,W,15.0,15.0,B,BLU,ZZ,2.0,0,2.0,2,2.0,1.0,Stop-go lights
268560,T20220014261,A,2020.0,1.0,NE,1.0,Paved,V,SEDAN,VOLKS,POLO,,1,Car,,R,P,4.0,3.0,5.0,1147.0,1.0,,,E,2.0,2.0,H,OGE,ZZ,2.0,4,2.0,3,1.0,11.0,Giveway sign
268561,T20220014261,B,2009.0,2.0,NW,1.0,Paved,V,SEDAN,VOLKS,GOLF,,1,Car,,R,P,4.0,4.0,5.0,1360.0,2.0,,,N,1.0,1.0,H,RED,ZZ,2.0,1,2.0,3,1.0,0.0,No control
268770,T20220014489,A,2012.0,1.0,NE,1.0,Paved,V,WAGON,KIA,SPTAGE,,2,Station Wagon,,R,P,4.0,4.0,5.0,1588.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,1,1.0,4,1.0,0.0,No control
268771,T20220014489,B,2011.0,2.0,NW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1704.0,1.0,,,NE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
268836,T20220014546,A,2017.0,2.0,SW,1.0,Paved,V,WAGON,HOLDEN,EQUINO,,2,Station Wagon,,R,P,4.0,4.0,5.0,1563.0,1.0,,,SW,17.0,17.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,11.0,Giveway sign
268837,T20220014546,B,0.0,1.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,6,2.0,0.0,No control
269206,T20220014929,A,2021.0,1.0,W,1.0,Paved,V,SOLO,HONDA,CBR650,,10,Motor Cycle,,,P,2.0,4.0,,0.0,1.0,,650.0,W,11.0,17.0,H,BLK,ZZ,2.0,5,2.0,1,2.0,0.0,No control
269222,T20220014950,A,1999.0,1.0,NE,1.0,Paved,V,SEDAN,MAZDA,PROTEG,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,NE,2.0,2.0,H,RED,ZZ,2.0,6,2.0,2,2.0,1.0,Stop-go lights
