dateType,name,important_date,publisher,description,source
MULTI_FAITH,Ganesh Chaturthi,2019-09-02,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-09-29,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-09-30,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-01,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-02,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-03,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-04,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-05,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-06,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,2019-10-07,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Dussehra,2019-10-08,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Yom Kippur,2019-10-09,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-14,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-15,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-16,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-17,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-18,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,2019-10-19,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Conferment of Guruship to Guru Granth Sahib,2019-10-20,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Simchat Torah,2019-10-22,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Diwali,2019-10-27,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Bandi Chhor Divas (Diwali),2019-10-27,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Bab,2019-10-29,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Bah'ullah,2019-10-30,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,All Saints day,2019-11-01,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Guru Nanake Dev Sahib Ji,2019-11-12,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Martyrdom of Guru Tegh Bahadur Ji,2019-11-24,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-01,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-02,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-03,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-04,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-05,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-06,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-07,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-08,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-09,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-10,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-11,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-12,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-13,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-14,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-15,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-16,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-17,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-18,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-19,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-20,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-21,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-22,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-23,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2019-12-24,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Bodhi,2019-12-08,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-23,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-24,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-25,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-26,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-27,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-28,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-29,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,2019-12-30,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Christmas,2019-12-25,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
